carob_group,carob_date,carob_completion,carob_effort,carob_contributor,dataset_id,uri,authors,title,description,license,data_citation,data_type,treatment_vars,response_vars,publication,data_organization,publisher,date_published,version,project,notes,design,crops,countries
agronomy,2026-08-13,80,1,Maryam,doi_10.21223_WQMMSN,doi:10.21223/WQMMSN,"Gastelo, Manuel; Landeo, Juan; Diaz, Luis; Pozo, Jorge; Gomez, Felix; Beltran, Gregorio; Erquinio, Efrain; Vega, Ricardo","Dataset for: Procesamiento para calidad de color en French fries and Chips Advanced potato clones  B3C1 and B3C2, under highlands and lowlands in Peru.","Evaluation of advanced clones from populations: B3C1 and B33C2 for quality of frying color in Chips and French fries in tubers harvested in Huancayo in highlands; Peru at 3200 masl, La Molina in lowlands at 150 masl, Comas in Highlands at 2850 msl and Oxapampa in mid-elevation at 1850 msl.  Several clones as CIP395123.6,  CIP 393077.159, CIP391585.79, CIP396026.101, CIP396034.103, CIP396036.101, CIP393371.164, had excellent frying color in both highland and lowlands, these clones can be used for the processing industry. in addition, their quality for processing has resistance to late blight.",CC-BY-4.0,"Gastelo, Manuel; Landeo, Juan; Diaz, Luis; Pozo, Jorge; Gomez, Felix; Beltran, Gregorio; Erquinio, Efrain; Vega, Ricardo (2022). Dataset for: Procesamiento para calidad de color en French fries and Chips Advanced potato clones  B3C1 and B3C2, under highlands and lowlands in Peru. International Potato Center. Version 1.1. doi:10.21223/WQMMSN",experiment,variety,sg,,CIP,International Potato Center,2022-09-20,1.1,,"Potato processing-quality dataset. SG is specific gravity. FF is the French fries quality/color score. CH is the chip color score. SG, FF, and CH are retained from the source dataset. FF and CH are kept as character variables because the source contains values with asterisks. The source dataset does not contain yield. Missing source measurements are retained as NA. No measurements are averaged or otherwise modified.",,potato,Peru
