trial_id,rep,crop,variety,yield_part,yield,yield_moisture,yield_isfresh,dataset_id,record_id,on_farm,is_survey,country,location,longitude,latitude,geo_from_source,elevation,planting_date,harvest_date,N_fertilizer,P_fertilizer,K_fertilizer,irrigated
PTYL200910,4,potato,CIP393385.39,tubers,37037.037037037,,TRUE,doi_10.21223_FBZ6JS,88,FALSE,FALSE,Kenya,kisima,37.4,0.1166,TRUE,2477,2009-10-25,2010-02-16,,,,
PTYL200910,1,potato,Dutch,tubers,23148.1481481482,,TRUE,doi_10.21223_FBZ6JS,89,FALSE,FALSE,Kenya,kisima,37.4,0.1166,TRUE,2477,2009-10-25,2010-02-16,,,,
PTYL200910,2,potato,Dutch,tubers,23148.1481481482,,TRUE,doi_10.21223_FBZ6JS,90,FALSE,FALSE,Kenya,kisima,37.4,0.1166,TRUE,2477,2009-10-25,2010-02-16,,,,
PTYL200910,3,potato,Dutch,tubers,23148.1481481482,,TRUE,doi_10.21223_FBZ6JS,91,FALSE,FALSE,Kenya,kisima,37.4,0.1166,TRUE,2477,2009-10-25,2010-02-16,,,,
PTYL200910,4,potato,Dutch,tubers,24074.0740740741,,TRUE,doi_10.21223_FBZ6JS,92,FALSE,FALSE,Kenya,kisima,37.4,0.1166,TRUE,2477,2009-10-25,2010-02-16,,,,
PTYL200910,1,potato,CIP381381.13,tubers,49074.0740740741,,TRUE,doi_10.21223_FBZ6JS,93,FALSE,FALSE,Kenya,kisima,37.4,0.1166,TRUE,2477,2009-10-25,2010-02-16,,,,
PTYL200910,2,potato,CIP381381.13,tubers,45370.3703703704,,TRUE,doi_10.21223_FBZ6JS,94,FALSE,FALSE,Kenya,kisima,37.4,0.1166,TRUE,2477,2009-10-25,2010-02-16,,,,
PTYL200910,3,potato,CIP381381.13,tubers,34259.2592592593,,TRUE,doi_10.21223_FBZ6JS,95,FALSE,FALSE,Kenya,kisima,37.4,0.1166,TRUE,2477,2009-10-25,2010-02-16,,,,
PTYL200910,4,potato,CIP381381.13,tubers,38888.8888888889,,TRUE,doi_10.21223_FBZ6JS,96,FALSE,FALSE,Kenya,kisima,37.4,0.1166,TRUE,2477,2009-10-25,2010-02-16,,,,
PTYL200910,1,potato,CIP385524.9,tubers,43518.5185185185,,TRUE,doi_10.21223_FBZ6JS,97,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,2,potato,CIP385524.9,tubers,42592.5925925926,,TRUE,doi_10.21223_FBZ6JS,98,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,3,potato,CIP385524.9,tubers,43518.5185185185,,TRUE,doi_10.21223_FBZ6JS,99,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,4,potato,CIP385524.9,tubers,47222.2222222222,,TRUE,doi_10.21223_FBZ6JS,100,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,1,potato,CIP391391.96,tubers,17592.5925925926,,TRUE,doi_10.21223_FBZ6JS,101,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,2,potato,CIP391391.96,tubers,21296.2962962963,,TRUE,doi_10.21223_FBZ6JS,102,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,3,potato,CIP391391.96,tubers,15740.7407407407,,TRUE,doi_10.21223_FBZ6JS,103,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,4,potato,CIP391391.96,tubers,26851.8518518519,,TRUE,doi_10.21223_FBZ6JS,104,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,1,potato,CIP392617.54,tubers,19444.4444444444,,TRUE,doi_10.21223_FBZ6JS,105,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,2,potato,CIP392617.54,tubers,25000,,TRUE,doi_10.21223_FBZ6JS,106,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,3,potato,CIP392617.54,tubers,21296.2962962963,,TRUE,doi_10.21223_FBZ6JS,107,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,4,potato,CIP392617.54,tubers,25000,,TRUE,doi_10.21223_FBZ6JS,108,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,1,potato,CIP392657.8,tubers,31481.4814814815,,TRUE,doi_10.21223_FBZ6JS,109,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,2,potato,CIP392657.8,tubers,27777.7777777778,,TRUE,doi_10.21223_FBZ6JS,110,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,3,potato,CIP392657.8,tubers,33333.3333333333,,TRUE,doi_10.21223_FBZ6JS,111,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,4,potato,CIP392657.8,tubers,28703.7037037037,,TRUE,doi_10.21223_FBZ6JS,112,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,2,potato,CIP393371.58,tubers,36111.1111111111,,TRUE,doi_10.21223_FBZ6JS,113,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,3,potato,CIP393371.58,tubers,52777.7777777778,,TRUE,doi_10.21223_FBZ6JS,114,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,4,potato,CIP393371.58,tubers,56481.4814814815,,TRUE,doi_10.21223_FBZ6JS,115,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,1,potato,CIP393385.39,tubers,48148.1481481482,,TRUE,doi_10.21223_FBZ6JS,116,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,2,potato,CIP393385.39,tubers,53703.7037037037,,TRUE,doi_10.21223_FBZ6JS,117,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,3,potato,CIP393385.39,tubers,47222.2222222222,,TRUE,doi_10.21223_FBZ6JS,118,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,4,potato,CIP393385.39,tubers,45370.3703703704,,TRUE,doi_10.21223_FBZ6JS,119,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,1,potato,Dutch,tubers,23148.1481481482,,TRUE,doi_10.21223_FBZ6JS,120,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
PTYL200910,2,potato,Dutch,tubers,30555.5555555556,,TRUE,doi_10.21223_FBZ6JS,121,FALSE,FALSE,Kenya,limuru,36.7333,-1.1333,TRUE,2036,2009-10-25,2010-02-16,,,,
