carob_group,carob_date,carob_completion,carob_effort,carob_contributor,dataset_id,uri,authors,title,description,license,data_citation,data_type,treatment_vars,response_vars,publication,data_organization,publisher,date_published,version,project,notes,design,crops,countries
agronomy,2026-08-19,100,1,Maryam,doi_10.21223_H8E8KL,doi:10.21223/H8E8KL,"Gastelo, Manuel; Perez, Willmer; Bastos, Maria; Quispe, Katherine; Otiniano, Ronald; Ruiz, Yoel","Dataset for: Releasing at least one new potato variety in the highlands of Peru, focusing on quality for French fries and high level of resistance to late blight using participatory varietal selection during period from 2020-2021 in Cajamarca and Huamachuco","""During the 2020-2021 season, 8 potato clones selected in the previous 2019-2020 season were evaluated, previously selected for their high levels of resistance to late blight and their excellent quality for french fries tested under high and low-temperature conditions (important conditions for the content of reducing sugars such as glucose and fructose, which cause the dark color in frying) were used together with two control varieties Canchan and Única, widely adopted by farmers and final consumers. The experiments were planted using tuber seeds from in vitro (basic) plants, in 2 locations in the north of Peru using the statistical design of randomized complete blocks with three replications of 150 plants each. The fertilization rate was 200-220-180 NPK per hectare, using as sources ammonium nitrate 33% N; di-ammonium phosphate 46% P2O5, 18% N; and potassium sulfate 50% K2O. Pest and disease control was carried out in a timely and adequate manner. In all experiments, late blight control was carried out on Canchan and Unica varieties planted as susceptible controls. Clone selection was planned to be carried out using the Participatory Varietal Selection (PVS) methodology, at flowering, harvest, and post-harvest stages. At harvest, the number and weight of marketable and unmarketable tubers per plot were recorded, then the tuber yield per hectare in t/ha was calculated, tuber samples were taken to determine the dry matter content using the hydrometer method and the dry weight/fresh weight, The tubers were also stored at room temperature (15-16oC) for frying after three months to see if they maintain their frying quality. The frying quality of the potato chips was evaluated based on the frying color, using the scale in grades from 1 to 5, developed by the Potato chip- ""Snack Food Association"" (www.sfa.org), the color grade of the selected clones should be 1 or 2. Three clones were selected as potential varieties with resistance to late blight, quality for french fries and / or baked. These clones were selected based on their high yield, good quality for frying, low content of reducing sugars, high content of dry matter, and information from the PVS methodology.",CC-BY-4.0,"Gastelo, Manuel; Perez, Willmer; Bastos, Maria; Quispe, Katherine; Otiniano, Ronald; Ruiz, Yoel (2021). Dataset for: Releasing at least one new potato variety in the highlands of Peru, focusing on quality for French fries and high level of resistance to late blight using participatory varietal selection during period from 2020-2021 in Cajamarca and Huamachuco. International Potato Center. Version 1.2. doi:10.21223/H8E8KL",experiment,variety,yield;NPH;PPH;NNoMTP;TNTP;NMTP;NoMTWP;TTWP;TTYNA;TTYA;MTWP;MTYNA;MTYA;Tuber_Apper;Tub_Unif;Tub_Size,,CIP,International Potato Center,2021-12-01,1.2,,"Potato varietal evaluation during 2020-2021 in Cajamarca and Huamachuco, Peru. The experiments used a randomized complete block design with three replications. The reported total tuber yield (TTYA) is in tons/ha and was converted to kg/ha for the CAROB yield field. The publication reports NPK fertilization of 200-220-180 kg/ha. Coordinates represent the reported city locations because exact trial coordinates were not available in the source data.",randomized complete block design,potato,Peru
