carob_group,carob_date,carob_completion,carob_effort,carob_contributor,dataset_id,uri,authors,title,description,license,data_citation,data_type,treatment_vars,response_vars,publication,data_organization,publisher,date_published,version,project,design,crops,countries
agronomy,2026-08-13,100,1,Maryam,doi_10.21223_MXKUIK,doi:10.21223/MXKUIK,"Gastelo, Manuel; Perez, Willmer; Perez, Juan Miguel; Otiniano, Ronal; Bastos, Maria; Sanabria, Kimberlayn; Quispe, Katherine; Pozo, Jorge; Mendoza, Alejandro; Unda, Trinidad; Andrade-Piedra, Jorge",Dataset for: New Resistant Potato Varieties to Late Blight and High Quality for French Fries generated in Peru,"The potato (Solanum tuberosum L.) generates income for farmers in the Peruvian Andes, especially those dedicated to family farming. In Peru, the demand for fried potato sticks in restaurants, chicken shops, and fast food businesses is increasing every day, however, the supply is covered by imported pre-fried potatoes. The objective of the study was to select clones from the International Potato Center (CIP) breeding program resistant to late blight, with good yield and excellent quality for frying sticks. The project was financed by the Compañía Minera Poderosa and sponsored by the National Council for Science and Technology (CONCYTEC) under Law 30309 for the promotion of Scientific Research, Technological Development and Technological Innovation, through tax benefits. During the 2019-2020 and 2020-2021 agricultural campaigns, ten potato clones from the B3C1 and B3C2 populations and two Peruvian varieties (UNICA and Canchan), currently used for frying, were evaluated as controls. implementing 13 experiments in farmers' fields located in the north, center and south of Peru using the randomized complete block design with three replications of 150 plants, evaluating the severity of late blight expressed as a percentage of diseased leaf area, at harvest The yield was evaluated and through laboratory tests the content of dry matter, reducing sugars and the content of acrylamides were determined. The clones CIP395123.6, CIP396026.101 and CIP396034.103, were superior to the Canchan and UNICA controls, being selected for their high level of resistance to late blight, yields over 30 t/ha, dry matter with values ​​greater than 20%. of and percentage of reducing sugars less than 0.20, excellent quality for frying in sticks and acrylamide content below the maximum allowed by the European Union. The selected clones are in the process of being officially registered to be released as healthy varieties due to the lower use of fungicides, low content of acrylamides, lower oil consumption, preservation of the environment, resilient to climate change, sustainable for the family farming system in Peru, allowing to improve the standard of living of potato producers.",CC-BY-4.0,"Gastelo, Manuel; Perez, Willmer; Perez, Juan Miguel; Otiniano, Ronal; Bastos, Maria; Sanabria, Kimberlayn; Quispe, Katherine; Pozo, Jorge; Mendoza, Alejandro; Unda, Trinidad; Andrade-Piedra, Jorge (2022). Dataset for: New Resistant Potato Varieties to Late Blight and High Quality for French Fries generated in Peru. International Potato Center. Version 1.1. doi:10.21223/MXKUIK",experiment,variety,yield,,CIP,International Potato Center,2022-10-18,1.1,,,potato,Peru
