trial_id,plot_id,rep,crop,variety,yield_part,yield,yield_moisture,yield_isfresh,yield_marketable,dataset_id,record_id,on_farm,is_survey,country,location,longitude,latitude,geo_from_source,planting_date,harvest_date,N_fertilizer,P_fertilizer,K_fertilizer,irrigated
MXKUIK_La_Paccha_2019-2020,306,3,potato,CIP392650.12,tubers,50896.0427586207,,TRUE,28183.6262068966,doi_10.21223_MXKUIK,102,TRUE,FALSE,Peru,La Paccha,,,FALSE,,,,,,
MXKUIK_La_Paccha_2019-2020,307,3,potato,CIP393077.159,tubers,59131.353125,,TRUE,50705.5114583333,doi_10.21223_MXKUIK,103,TRUE,FALSE,Peru,La Paccha,,,FALSE,,,,,,
MXKUIK_La_Paccha_2019-2020,308,3,potato,CIP392617.54,tubers,57562.6427586207,,TRUE,46068.5048275862,doi_10.21223_MXKUIK,104,TRUE,FALSE,Peru,La Paccha,,,FALSE,,,,,,
MXKUIK_La_Paccha_2019-2020,309,3,potato,CIP396036.201,tubers,45555.1,,TRUE,35215.0673469388,doi_10.21223_MXKUIK,105,TRUE,FALSE,Peru,La Paccha,,,FALSE,,,,,,
MXKUIK_La_Paccha_2019-2020,310,3,potato,CIP391058.175,tubers,54902.1273722628,,TRUE,43272.0733576642,doi_10.21223_MXKUIK,106,TRUE,FALSE,Peru,La Paccha,,,FALSE,,,,,,
MXKUIK_La_Paccha_2019-2020,311,3,potato,CIP393371.164,tubers,50064.0533450704,,TRUE,39101.7216549296,doi_10.21223_MXKUIK,107,TRUE,FALSE,Peru,La Paccha,,,FALSE,,,,,,
MXKUIK_La_Paccha_2019-2020,312,3,potato,Canchan,tubers,33688.552,,TRUE,30466.362,doi_10.21223_MXKUIK,108,TRUE,FALSE,Peru,La Paccha,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,101,1,potato,CIP396034.103,tubers,43654.735862069,,TRUE,39286.9634482759,doi_10.21223_MXKUIK,109,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,102,1,potato,Canchan,tubers,35321.869,,TRUE,29855.257,doi_10.21223_MXKUIK,110,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,103,1,potato,Unica,tubers,36921.853,,TRUE,35621.866,doi_10.21223_MXKUIK,111,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,104,1,potato,CIP393371.164,tubers,46606.6767857143,,TRUE,40916.2575,doi_10.21223_MXKUIK,112,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,105,1,potato,CIP396026.101,tubers,44444,,TRUE,41065.3489795918,doi_10.21223_MXKUIK,113,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,106,1,potato,CIP392650.12,tubers,18333.15,,TRUE,9942.03020833333,doi_10.21223_MXKUIK,114,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,107,1,potato,CIP391058.175,tubers,29623.7639097744,,TRUE,22493.5093984962,doi_10.21223_MXKUIK,115,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,108,1,potato,CIP391046.14,tubers,38644.6974820144,,TRUE,27685.5744604317,doi_10.21223_MXKUIK,116,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,109,1,potato,CIP396036.201,tubers,49439.894890511,,TRUE,46970.3332116788,doi_10.21223_MXKUIK,117,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,110,1,potato,CIP392617.54,tubers,49501.8197916667,,TRUE,43031.9770833333,doi_10.21223_MXKUIK,118,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,111,1,potato,CIP393077.159,tubers,47436.8016129032,,TRUE,42042.5903225807,doi_10.21223_MXKUIK,119,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,112,1,potato,CIP395123.6,tubers,52178.9653846154,,TRUE,48012.3403846154,doi_10.21223_MXKUIK,120,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,201,2,potato,Canchan,tubers,38855.167,,TRUE,31055.245,doi_10.21223_MXKUIK,121,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,202,2,potato,CIP392617.54,tubers,43994.9623448276,,TRUE,39183.5162068966,doi_10.21223_MXKUIK,122,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,203,2,potato,CIP396026.101,tubers,48553.4360294118,,TRUE,41850.0716911765,doi_10.21223_MXKUIK,123,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,204,2,potato,CIP391058.175,tubers,36666.3,,TRUE,30770.8365671642,doi_10.21223_MXKUIK,124,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
MXKUIK_Majes_2019-2020,205,2,potato,CIP395123.6,tubers,51180.04375,,TRUE,44559.7395833333,doi_10.21223_MXKUIK,125,TRUE,FALSE,Peru,Majes,,,FALSE,,,,,,
