carob_group,carob_date,carob_completion,carob_effort,carob_contributor,dataset_id,uri,authors,title,description,license,data_citation,data_type,treatment_vars,response_vars,publication,data_organization,publisher,date_published,version,project,design,crops,countries
agronomy,2026-08-18,100,1,Maryam,doi_10.21223_F6ZZJH,doi:10.21223/F6ZZJH,"Gastelo, Manuel; Quispe, Katherine; Santayana, Monica",Dataset for: Assessment of baked potatoes quality traits during 2020-2021,"In 2021, in the CIP physiology and post-harvest laboratory in La Molina, quality tests were carried out for baked in eight potato clones with high levels of resistance to late blight and two varieties Canchan and Unica, the samples came from 5 localities of Peru , where these clones were planted in adaptation and efficiency experiments for the registration of varieties within the CIP-PODEROSA project, under the tax research law, Law 30309, which encourages the Peruvian government to encourage agricultural research in the country. Tests to determine heat for baking, evaluating flavor and texture of the clones after baking. The clone CIP396034.103 was selected for high-quality for baking.",CC-BY-4.0,"Gastelo, Manuel; Quispe, Katherine; Santayana, Monica (2021). Dataset for: Assessment of baked potatoes quality traits during 2020-2021. International Potato Center. Version 1.1. doi:10.21223/F6ZZJH",experiment,variety,flavor;texture,,CIP,International Potato Center,2021-12-03,1.1,,,potato,Peru
