carob_group,carob_date,carob_completion,carob_effort,carob_contributor,dataset_id,uri,authors,title,description,license,data_citation,data_type,treatment_vars,response_vars,publication,data_organization,publisher,date_published,version,project,notes,design,crops,countries
agronomy,2026-08-18,100,1,Maryam,doi_10.21223_RKTBNX,doi:10.21223/RKTBNX,"Gastelo, Manuel; Quispe, Katherine; Carpio, Rossemary",Dataset for: Assessment of baked potatoes quality traits during 2019-2020,"In 2020, in the CIP physiology and post-harvest laboratory in La Molina, quality tests were carried out for baked in ten potato clones with high levels of resistance to late blight and two varieties Canchan and Unica, the samples came from 5 localities of Peru , where these clones were planted in adaptation and efficiency experiments for the registration of varieties within the CIP-PODEROSA project, under the tax research law, Law 30309, which encourages the Peruvian government to encourage agricultural research in the country. Tests to determine heat for baking, evaluating flavor and texture of the clones after baking.",CC-BY-4.0,"Gastelo, Manuel; Quispe, Katherine; Carpio, Rossemary (2021). Dataset for: Assessment of baked potatoes quality traits during 2019-2020. International Potato Center. Version 1.1. doi:10.21223/RKTBNX",experiment,variety,flavor;texture,,CIP,International Potato Center,2021-12-03,1.1,,"Sensory evaluation of baked potato. Source variables Flavor, Texture, and Evaluator are retained because they are important variables in the original dataset.",,potato,Peru
