trial_id,plot_id,rep,crop,variety,yield_part,yield,yield_moisture,yield_isfresh,yield_marketable,dataset_id,record_id,on_farm,is_survey,country,location,longitude,latitude,geo_from_source,elevation,planting_date,harvest_date,N_fertilizer,P_fertilizer,K_fertilizer,irrigated
RWIMFO_Patacancha_Mother,24,2,potato,CIP399062.119,tubers,36667,,TRUE,16667,doi_10.21223_P3_RWIMFO,72,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,25,2,potato,CIP399048.39,tubers,33333,,TRUE,16667,doi_10.21223_P3_RWIMFO,73,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,26,2,potato,CIP399001.16,tubers,40000,,TRUE,23333,doi_10.21223_P3_RWIMFO,74,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,27,2,potato,CIP399072.28,tubers,30000,,TRUE,16667,doi_10.21223_P3_RWIMFO,75,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,28,2,potato,CIP399049.14,tubers,45000,,TRUE,21667,doi_10.21223_P3_RWIMFO,76,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,29,2,potato,CIP399049.16,tubers,45000,,TRUE,23333,doi_10.21223_P3_RWIMFO,77,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,30,2,potato,CIP399049.22,tubers,28333,,TRUE,18333,doi_10.21223_P3_RWIMFO,78,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,31,2,potato,CIP399075.22,tubers,20000,,TRUE,10000,doi_10.21223_P3_RWIMFO,79,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,32,2,potato,Huayro,tubers,11667,,TRUE,5000,doi_10.21223_P3_RWIMFO,80,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,33,3,potato,CIP399054.1,tubers,18333,,TRUE,8333,doi_10.21223_P3_RWIMFO,81,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,34,3,potato,CIP399090.48,tubers,18333,,TRUE,13333,doi_10.21223_P3_RWIMFO,82,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,35,3,potato,CIP399052.3,tubers,20000,,TRUE,10000,doi_10.21223_P3_RWIMFO,83,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,36,3,potato,CIP399053.11,tubers,36667,,TRUE,16667,doi_10.21223_P3_RWIMFO,84,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,37,3,potato,CIP399053.12,tubers,30000,,TRUE,16667,doi_10.21223_P3_RWIMFO,85,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,38,3,potato,CIP399058.12,tubers,18333,,TRUE,10000,doi_10.21223_P3_RWIMFO,86,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
