carob_group,carob_date,carob_completion,carob_effort,carob_contributor,dataset_id,uri,authors,title,description,license,data_citation,data_type,treatment_vars,response_vars,publication,data_organization,publisher,date_published,version,project,design,crops,countries
agronomy,2026-08-11,100,1,Maryam,doi_10.21223_B7HWWH,doi:10.21223/B7HWWH,"Gastelo, Manuel; Bastos, Maria; Quispe, Katherine; Mendoza, Alejandro; Panduro, Giovanna",Dataset for: Genomic selection for resistance to LB in population LBHTC2  Intermediate Trials,"In the 2020-2021 season, these 500 clones were sown in intermediate trials in the localities of Oxapampa, Huanuco, 9°48′06″S, 2500 masl and Huancayo, 12º07'S, 3280 masl, under the 30x20 row-column design (John 1989), with two replications of 10 plants each. The late blight control was with two applications of the contact fungicide Mancozeb, up to 100% of the emergence of the plants, the damage by the disease was evaluated from 35 days after sowing to 85 days, with intervals of 7 days, carrying out 7 evaluations, then the rAUDPC values were calculated https://doi.org/10.4160/9789290603917, at harvest the number and weight of commercial and non-commercial tubers were taken (https: //research.cip.cgiar .org / potato knowledge / yield.php). These experiments are within the Excellence platform in Breeding (https://excellenceinbreeding.org/module1), product design, and management module. The data analysis was performed using the mixed model analysis, which makes spatial corrections to obtain the BLUPs (best linear unbiased predictions) of late blight resistance measured through the area under the disease progress curve relative (rAUDPC) and Marketable tuber yield unadjusted yield per hectare (MTYNA). The combined analysis of the three localities was carried out, estimating the predicted values and the selection indices of the clones. The combined analysis of the three locations shows us rAUDPC values ranged between 0.000 and 0.263 for tested clones. 81.708% of the clones presented rAUDPC values less than 0.037 (Kory resistant control value) (Figure 1), while the susceptible check Yungay had an rAUDPC value of 0.257. MTYNA means varied from 3.85 to 35.73 t / ha, with an average of 20.22 t / ha higher than those of the controls, which varied from 7.29 to 19.55 t / ha. 150 clones with a high level of late blight resistance, tuber yield larger than Yungay's, and good agronomic characteristics (skin color and tuber shape) were selected.  The rAUDPC values of the selected clones varied from 0.000 to 0.064, with an average of 0.015, the yields under the pressure of the disease ranging between 14.76 and 35.73 t / ha with an average of 25.34 t / ha.",CC-BY-4.0,"Gastelo, Manuel; Bastos, Maria; Quispe, Katherine; Mendoza, Alejandro; Panduro, Giovanna (2021). Dataset for: Genomic selection for resistance to LB in population LBHTC2  Intermediate Trials. International Potato Center. Version 2.0. doi:10.21223/B7HWWH",experiment,variety,yield,,CIP,International Potato Center,2021-12-01,2.0,,,potato,Peru
