carob_group,carob_date,carob_completion,carob_effort,carob_contributor,dataset_id,uri,authors,title,description,license,data_citation,data_type,treatment_vars,response_vars,publication,data_organization,publisher,date_published,version,project,notes,design,crops,countries
agronomy,2026-08-20,100,1,Maryam,doi_10.21223_HDAREL,doi:10.21223/HDAREL,"Gastelo, Manuel; Bastos, Maria; Quispe, Katherine","Dataset for: Selection and evaluation of at least ten advanced clones of the LBHT x LTVR population with low glycoalkaloid content in contrasting environments, with high resistance to late blight, high tuber yield, heat tolerance and adapted to mid and highlands in Huancayo.","Twenty-eight advanced clones of the LBHT x LTVR population and three control varieties Yungay, Canchan and Desiree were planted in Quilcas, Huancayo between 2019 and 2020. The objective was to study the glycoalkaloid content under contrasting environments, a randomized complete block design was used with three replications of ten plants each, the dose of 200-180-160 kg NPK per ha was used. No fungicides were applied to control late blight.  The glycoalkaloid content was determined in the laboratory. At harvest, fifteen tubers were collected from each sample and taken to the Quality and Nutrition Laboratory of CIP-Lima, Peru, for sample preparation and glycoalkaloid analysis. Freeze-dried and ground samples were prepared from each tuber and stored at 20°C until analysis. Total glycoalkaloids analysis was performed using the method described by Burgos et al. (2014) in which the extraction of glycoalkaloids was executed using methanol and chloroform prior to concentration at 60 ° C in a rotary evaporator. The extract was transferred to 2% acetic acid solution and then purified using ammonium hydroxide at 85 ° C and ultracentrifugation at 27,000 rpm. The pellet was reacted with 85% orthophosphoric acid and read at 408 nm in a spectrophotometer. The determination of total glycoalkaloids was performed against a standard curve of α-chaconine as a reference. This parameter was used as a criterion to select the clones to be further evaluated in the next season. Only clones with a total glycoalkaloid concentration below the safety limit for human consumption (20 mg / 100 g fresh weight) were selected.",CC-BY-4.0,"Gastelo, Manuel; Bastos, Maria; Quispe, Katherine (2021). Dataset for: Selection and evaluation of at least ten advanced clones of the LBHT x LTVR population with low glycoalkaloid content in contrasting environments, with high resistance to late blight, high tuber yield, heat tolerance and adapted to mid and highlands in Huancayo. International Potato Center. Version 1.1. doi:10.21223/HDAREL",experiment,variety,NTP;NPH;PPH;GLIDW,,CIP,International Potato Center,2021-11-24,1.1,,"Potato clone evaluation for glycoalkaloid content in Huancayo, Peru. The experiment used a randomized complete block design with three replications and ten plants per plot. The source data contain number of tubers planted, number of harvested plants, percentage of plants harvested, and glycoalkaloid dry weight. No tuber weight or tuber yield measurement is provided.",Randomized Complete Block Design (RCBD),potato,Peru
