carob_group,carob_date,carob_completion,carob_effort,carob_contributor,dataset_id,uri,authors,title,description,license,data_citation,data_type,treatment_vars,response_vars,publication,data_organization,publisher,date_published,version,project,design,crops,countries
agronomy,2026-08-09,100,1,Maryam,doi_10.21223_P3_QJ10B7,doi:10.21223/P3/QJ10B7,"Bonierbale, Merideth; De Haan, Stef; Bastos, Maria; Gastelo, Manuel","Dataset for: Participatory Varietal Selection of 4 frost tolerant clones in the localities of Aeropuerto, Allato, Chacapunco and Occo Centro in Huancavelica, Peru","The Mother and Baby (M&B) trial methodology was adapted by CIP for Participatory Variety Selection (PVS) through decentralized evaluation networks and multi-year evaluations in potato growing areas in the Andean region. The M&B trial design encourages active participation of farmers through the application of treatments in their own plots called ""Baby trials"" (i.e. farmer managed trials) and in fields with an experimental design called ""Mother trials"" (i.e. researcher managed trials), as well as through systematic evaluations and selections of treatments. Objective: Analyze characteristics, attributes and preferences that men and women have when selecting a new potato variety at the phase of flowering and harvesting. A M&B trial was performed to evaluate 4 clones with frost tolerance in the localities of Aeropuerto, Allato, Chacapunco y Occo Centro, in Angares province, in Huancavelica department, Peru. The trial design was a Randomized Complete Block Design (RCBD) with 3 replicates for Mother trials and 3 replicates during 2012-2013.  In this experiment characteristics of plant (size, type of foliage), yield, desirable quality, pest and disease resistance during flowering and harvesting were evaluated.  Total number of participants at flowering phase was 12(men=12 and women=0), 7(men=4, women = 3), 6(men=2, women = 4) and 8(men=5, women = 3) in the localities of Aeropuerto, Allato, Chacapunco y Occo Centro respectively. The number of participants at harvesting phase was 23 (men=17 and women=6), 8 (men=4, women = 4), 10 (men=5, women = 5), 21 (men=11, women = 9) in the four localities respectively.",CC-BY-4.0,"Bonierbale, Merideth; De Haan, Stef; Bastos, Maria; Gastelo, Manuel (2017). Dataset for: Participatory Varietal Selection of 4 frost tolerant clones in the localities of Aeropuerto, Allato, Chacapunco and Occo Centro in Huancavelica, Peru. International Potato Center. Version 4.0. doi:10.21223/P3/QJ10B7",experiment,variety,yield,,CIP,International Potato Center,2017-03-28,4.0,,,potato,Peru
