carob_group,carob_date,carob_completion,carob_effort,carob_contributor,dataset_id,uri,authors,title,description,license,data_citation,data_type,treatment_vars,response_vars,publication,data_organization,publisher,date_published,version,project,design,crops,countries
agronomy,2026-08-18,100,1,Maryam,doi_10.21223_ZTPO9T,doi:10.21223/ZTPO9T,"Gastelo, Manuel; Perez, Willmer; Quispe, Katherine; Santayana, Monica",Dataset for: Assessment of french fries quality traits during 2020-2021,"In 2021, in the CIP physiology and post-harvest laboratory in La Molina, quality tests were carried out for frying in eighth potato clones with high levels of resistance to late blight and excellent quality for frying in french fries and two varieties Canchan and Unica, the samples came from 5 localities of Peru, where these clones were planted in adaptation and efficiency experiments for the registration of varieties within the CIP-PODEROSA project, under the tax research law, Law 30309, which encourages the Peruvian government to encourage agricultural research in the country. Tests to determine the dry matter, frying color, reducing sugar content, and frying with scalding were carried out.",CC-BY-4.0,"Gastelo, Manuel; Perez, Willmer; Quispe, Katherine; Santayana, Monica (2021). Dataset for: Assessment of french fries quality traits during 2020-2021. International Potato Center. Version 1.2. doi:10.21223/ZTPO9T",experiment,variety,flesh_color,,CIP,International Potato Center,2021-12-03,1.2,,,potato,Peru
