carob_group,carob_date,carob_completion,carob_effort,carob_contributor,dataset_id,uri,authors,title,description,license,data_citation,data_type,treatment_vars,response_vars,publication,data_organization,publisher,date_published,version,project,notes,design,crops,countries
agronomy,2026-08-19,100,1,Maryam,doi_10.21223_FF5CZT,doi:10.21223/FF5CZT,"Gastelo, Manuel; Perez, Willmer; Quispe, Katherine; Del Villar, Fabiola",Dataset for:  Assessment of french fries quality traits during 2019-2020,"In 2020, in the CIP physiology and post-harvest laboratory in La Molina, quality tests were carried out for frying in ten potato clones with high levels of resistance to late blight and excellent quality for frying in french fries and two varieties Canchan and Unica, the samples came from 5 localities of Peru, where these clones were planted in adaptation and efficiency experiments for the registration of varieties within the CIP-PODEROSA project, under the tax research law, Law 30309, which encourages the Peruvian government to encourage agricultural research in the country. Tests to determine the dry matter, frying color, reducing sugar content, and frying with scalding were carried out.",CC-BY-4.0,"Gastelo, Manuel; Perez, Willmer; Quispe, Katherine; Del Villar, Fabiola (2021). Dataset for:  Assessment of french fries quality traits during 2019-2020. International Potato Center. Version 1.3. doi:10.21223/FF5CZT",experiment,variety,color_sample1;texture_sample1;color_sample2;texture_sample2,,CIP,International Potato Center,2021-12-03,1.3,,"Assessment of French fries quality traits during 2019-2020 at five locations in Peru. The dataset contains color and texture measurements for two samples, together with qualitative observations.",,potato,Peru
