trial_id,plot_id,rep,crop,variety,yield_part,yield,yield_moisture,yield_isfresh,flesh_color,dataset_id,record_id,on_farm,is_survey,country,location,longitude,latitude,geo_from_source,planting_date,harvest_date,N_fertilizer,P_fertilizer,K_fertilizer,irrigated
ZTPO9T_Huanuco,206,2,potato,Unica,,,,,,doi_10.21223_ZTPO9T,166,FALSE,FALSE,Peru,Huanuco,,,FALSE,,,,,,
ZTPO9T_Huanuco,207,2,potato,CIP393077.159,,,,,,doi_10.21223_ZTPO9T,167,FALSE,FALSE,Peru,Huanuco,,,FALSE,,,,,,
ZTPO9T_Huanuco,208,2,potato,Canchan,,,,,,doi_10.21223_ZTPO9T,168,FALSE,FALSE,Peru,Huanuco,,,FALSE,,,,,,
ZTPO9T_Huanuco,209,2,potato,CIP396036.201,,,,,,doi_10.21223_ZTPO9T,169,FALSE,FALSE,Peru,Huanuco,,,FALSE,,,,,,
ZTPO9T_Huanuco,210,2,potato,CIP391058.175,,,,,,doi_10.21223_ZTPO9T,170,FALSE,FALSE,Peru,Huanuco,,,FALSE,,,,,,
ZTPO9T_Huanuco,301,3,potato,CIP393077.159,,,,,,doi_10.21223_ZTPO9T,171,FALSE,FALSE,Peru,Huanuco,,,FALSE,,,,,,
ZTPO9T_Huanuco,302,3,potato,CIP391058.175,,,,,,doi_10.21223_ZTPO9T,172,FALSE,FALSE,Peru,Huanuco,,,FALSE,,,,,,
ZTPO9T_Huanuco,303,3,potato,CIP392650.12,,,,,,doi_10.21223_ZTPO9T,173,FALSE,FALSE,Peru,Huanuco,,,FALSE,,,,,,
ZTPO9T_Huanuco,304,3,potato,CIP393371.164,,,,,,doi_10.21223_ZTPO9T,174,FALSE,FALSE,Peru,Huanuco,,,FALSE,,,,,,
ZTPO9T_Huanuco,305,3,potato,CIP395123.6,,,,,,doi_10.21223_ZTPO9T,175,FALSE,FALSE,Peru,Huanuco,,,FALSE,,,,,,
ZTPO9T_Huanuco,306,3,potato,CIP396036.201,,,,,,doi_10.21223_ZTPO9T,176,FALSE,FALSE,Peru,Huanuco,,,FALSE,,,,,,
ZTPO9T_Huanuco,307,3,potato,CIP396034.103,,,,,,doi_10.21223_ZTPO9T,177,FALSE,FALSE,Peru,Huanuco,,,FALSE,,,,,,
ZTPO9T_Huanuco,308,3,potato,Unica,,,,,,doi_10.21223_ZTPO9T,178,FALSE,FALSE,Peru,Huanuco,,,FALSE,,,,,,
ZTPO9T_Huanuco,309,3,potato,Canchan,,,,,,doi_10.21223_ZTPO9T,179,FALSE,FALSE,Peru,Huanuco,,,FALSE,,,,,,
ZTPO9T_Huanuco,310,3,potato,CIP396026.101,,,,,,doi_10.21223_ZTPO9T,180,FALSE,FALSE,Peru,Huanuco,,,FALSE,,,,,,
