carob_group,carob_date,carob_completion,carob_effort,carob_contributor,dataset_id,uri,authors,title,description,license,data_citation,data_type,treatment_vars,response_vars,publication,data_organization,publisher,date_published,version,project,design,crops,countries
agronomy,2026-08-01,100,1,Maryam,doi_10.21223_P3_RWIMFO,doi:10.21223/P3/RWIMFO,"Bonierbale, Merideth; De Haan, Stef; Bastos, Maria; Gastelo, Manuel","Dataset for: Participatory Varietal Selection of 16 late blight resistant clones (B1C5) in the localities of Yanamayo and Patacancha in Cusco, Peru","The Mother and Baby (M&B) trial methodology was adapted by CIP for Participatory Variety Selection (PVS) through decentralized evaluation networks and multi-year evaluations in potato growing areas in the Andean region. The M&B trial design encourages active participation of farmers through the application of treatments through systematic evaluations and selections of treatments in their own plots called ""Baby trials"" (i.e. farmer managed trials) and in fields with an experimental design called ""Mother trials"" (i.e. researcher managed trials). Objective: Analyze characteristics, attributes and preferences that men and women have when selecting a new potato variety at the phase of flowering and harvesting. A M&B trial was performed to evaluate 16 clones of the population B1C5 with late blight resistance at the localities of Yanamayo and Patacancha, in Ollantaytambo province, in Cusco department, Peru. The trial design was a Randomized Complete Block Design (RCBD) with 3 replicates for Mother trials and 3 replicates for Baby trials during 2009-2010. In this experiment characteristics of plant (size, type of foliage), yield, quality, and pest and disease resistance during flowering and harvesting were evaluated. The number of participants was 10 at flowering and 10 at harvesting (men=5 and women=5).",CC-BY-4.0,"Bonierbale, Merideth; De Haan, Stef; Bastos, Maria; Gastelo, Manuel (2017). Dataset for: Participatory Varietal Selection of 16 late blight resistant clones (B1C5) in the localities of Yanamayo and Patacancha in Cusco, Peru. International Potato Center. Version 4.0. doi:10.21223/P3/RWIMFO",experiment,variety,yield,,CIP,International Potato Center,2017-03-28,4.0,,,potato,Peru
